@relation KC1-weka.filters.unsupervised.attribute.Remove-R20-weka.filters.unsupervised.attribute.Remove-R17-weka.filters.unsupervised.attribute.Remove-R15-weka.filters.unsupervised.attribute.Remove-R7-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Remove-R4

@attribute LOC_BLANK numeric
@attribute BRANCH_COUNT numeric
@attribute LOC_CODE_AND_COMMENT numeric
@attribute DESIGN_COMPLEXITY numeric
@attribute LOC_EXECUTABLE numeric
@attribute HALSTEAD_CONTENT numeric
@attribute HALSTEAD_DIFFICULTY numeric
@attribute HALSTEAD_EFFORT numeric
@attribute HALSTEAD_ERROR_EST numeric
@attribute HALSTEAD_LENGTH numeric
@attribute HALSTEAD_LEVEL numeric
@attribute HALSTEAD_VOLUME numeric
@attribute NUM_OPERATORS numeric
@attribute NUM_UNIQUE_OPERANDS numeric
@attribute LOC_TOTAL numeric
@attribute Defective {Y,N}

@data
0,1,0,1,7,31.28,3.43,367.69,0.04,31,0.29,107.24,19,7,9,Y
2,1,0,1,7,15.78,4,252.47,0.02,19,0.25,63.12,11,5,10,N
2,11,0,6,34,30.49,18.5,10434.98,0.19,120,0.05,564.05,83,13,38,N
0,1,0,1,0,0,0,0,0,4,0,8,4,0,1,N
18,29,0,14,88,104.99,33.28,116258.98,1.16,527,0.03,3493.67,330,74,113,Y
0,1,0,1,10,29.33,3,264,0.03,22,0.33,88,12,10,16,N
3,13,0,7,44,46.71,19.69,18105.81,0.31,174,0.05,919.66,111,24,52,N
8,9,0,5,33,33.74,12.4,5188.53,0.14,88,0.08,418.43,57,15,52,N
2,23,0,12,62,44.45,27.27,33061.94,0.4,231,0.04,1212.27,156,22,69,Y
0,3,0,2,6,11.07,4.38,211.89,0.02,14,0.23,48.43,9,4,8,N
1,9,0,4,30,43.17,9.55,3933.53,0.14,81,0.1,412.08,46,22,40,N
5,3,0,2,15,45.4,7.75,2726.93,0.12,74,0.13,351.86,43,18,27,N
1,8,0,5,37,45.68,10.74,5266.05,0.16,99,0.09,490.47,65,19,41,N
0,3,0,2,14,29.29,7.92,1835.8,0.08,52,0.13,231.89,33,12,16,N
3,3,0,2,12,15.23,6,548.26,0.03,24,0.17,91.38,15,6,17,N
0,1,0,1,6,23.22,0.5,5.8,0,5,2,11.61,1,4,9,N
0,1,0,1,5,19.46,4.5,394.06,0.03,23,0.22,87.57,14,7,9,N
24,53,0,18,113,60,46.67,130658.97,0.93,438,0.02,2799.84,270,54,150,Y
0,3,0,1,7,13.11,12.25,1966.61,0.05,36,0.08,160.54,22,8,9,N
5,23,0,12,53,46.66,19.09,17006.5,0.3,171,0.05,890.82,115,22,64,N
16,13,0,7,69,68.37,21.91,32835.61,0.5,247,0.05,1498.32,144,47,93,Y
1,1,0,1,14,22.2,2.67,157.89,0.02,16,0.38,59.21,4,9,24,N
4,5,0,3,29,34.34,14.4,7120.92,0.16,104,0.07,494.51,68,15,39,N
7,15,0,8,52,43.95,24.33,26025.75,0.36,185,0.04,1069.55,112,33,63,Y
4,5,0,2,22,45.74,13.75,8648.24,0.21,119,0.07,628.96,64,26,28,N
1,1,0,1,11,45.63,1.1,55.21,0.02,14,0.91,50.19,3,10,22,Y
1,3,0,2,10,15.92,7.86,982.91,0.04,30,0.13,125.1,20,7,17,N
7,17,0,9,50,58.5,18.57,20176.5,0.36,199,0.05,1086.43,134,28,63,N
2,7,0,4,24,27.57,16.32,7345.59,0.15,90,0.06,450,53,17,31,N
10,19,0,9,58,57.29,17.14,16836.92,0.33,181,0.06,982.15,117,28,75,N
2,5,0,3,12,15.47,7.5,870,0.04,29,0.13,116,20,6,17,N
0,3,0,2,15,43.51,6.43,1797.96,0.09,61,0.16,279.68,43,14,21,Y
4,3,0,2,13,30.49,5.79,1020.71,0.06,39,0.17,176.42,21,14,19,N
3,19,0,10,46,54.12,17.66,16870.97,0.32,174,0.06,955.58,110,29,52,N
2,1,0,1,5,18.6,2.5,116.27,0.02,14,0.4,46.51,9,5,13,N
0,1,0,1,0,11.23,2,44.92,0.01,8,0.5,22.46,5,3,2,N
0,8,0,5,38,45.65,11.05,5574.06,0.17,100,0.09,504.44,66,20,41,N
0,1,0,1,4,23.07,4.13,392.63,0.03,25,0.24,95.18,14,8,7,N
2,1,0,1,10,27.26,5.2,737.24,0.05,34,0.19,141.78,21,10,16,N
2,10,0,6,45,27.12,24.59,16398.39,0.22,129,0.04,666.92,85,17,51,N
0,3,0,1,3,5.99,3.75,84.22,0.01,8,0.27,22.46,5,2,5,N
0,1,0,1,4,14.17,3.75,199.32,0.02,16,0.27,53.15,11,4,7,N
4,21,0,11,50,43.27,18.38,14608.84,0.27,155,0.05,795.04,106,20,60,N
1,5,0,2,8,12.8,7.5,720,0.03,24,0.13,96,15,6,11,N
1,5,2,3,13,16.82,8.75,1287.66,0.05,33,0.11,147.16,23,8,19,N
0,3,0,2,9,11.35,8.8,879.22,0.03,27,0.11,99.91,16,5,11,N
0,1,0,1,3,9.51,0.5,2.38,0,3,2,4.75,1,2,4,N
2,9,0,4,34,35.44,13,5989.62,0.15,93,0.08,460.74,57,18,38,Y
3,3,0,2,13,16.56,6.67,736.09,0.04,29,0.15,110.41,19,6,18,N
8,18,0,10,61,48.86,18.3,16361.74,0.3,168,0.05,894.08,107,25,71,N
2,1,0,1,6,15.5,4.67,337.59,0.02,19,0.21,72.34,12,6,12,N
0,1,0,1,0,8.54,4.67,186.03,0.01,12,0.21,39.86,8,3,2,N
0,1,0,1,3,5.33,1.5,12,0,4,0.67,8,3,1,27,N
7,9,0,4,32,35.31,14.64,7570.25,0.17,100,0.07,516.99,59,21,49,N
2,9,0,4,19,21.06,10.8,2456.25,0.08,51,0.09,227.43,33,10,25,N
1,10,0,6,71,165.42,10.89,19613.39,0.6,298,0.09,1801.23,200,54,78,Y
0,3,0,2,5,4.21,6,151.6,0.01,9,0.17,25.27,7,1,7,N
3,7,0,4,38,38.83,12.63,6195.35,0.16,99,0.08,490.47,59,19,44,N
2,3,0,2,10,15.06,7.33,809.7,0.04,29,0.14,110.41,18,6,14,N
1,1,0,1,12,19.13,8.5,1382.33,0.05,39,0.12,162.63,22,9,15,Y
0,8,0,5,48,60.03,10.08,6102.99,0.2,118,0.1,605.26,74,24,55,Y
13,5,0,2,28,51.12,9,4141.1,0.15,89,0.11,460.12,53,24,53,N
1,13,0,3,14,25.13,9.58,2307.76,0.08,54,0.1,240.81,31,12,20,Y
0,1,0,1,3,5.33,1.5,12,0,4,0.67,8,3,1,16,N
1,3,0,2,21,64.5,7.14,3291,0.15,93,0.14,460.74,63,21,30,Y
5,23,0,12,55,45.08,20.45,18860.59,0.31,177,0.05,922.07,117,22,66,Y
5,9,0,4,48,74.95,13.19,13042.34,0.33,178,0.08,988.72,109,34,56,Y
13,27,0,13,81,41.82,31.2,40708.58,0.43,220,0.03,1304.76,136,35,119,Y
0,1,0,1,0,0,0,0,0,0,0,0,0,0,34,N
3,5,0,3,17,27.54,9.09,2276.02,0.08,57,0.11,250.36,37,11,23,N
1,1,0,1,3,7.74,1.5,17.41,0,5,0.67,11.61,3,2,6,N
2,8,0,5,49,81.84,12,11784.37,0.33,174,0.08,982.03,118,35,53,N
0,1,0,1,0,20.68,1,20.68,0.01,8,1,20.68,4,4,2,N
0,1,0,1,4,16.78,6.29,663.06,0.04,27,0.16,105.49,16,7,6,N
0,1,0,1,4,10.8,2.5,67.5,0.01,9,0.4,27,6,3,6,N
0,3,0,2,7,8.3,6.67,369.01,0.02,16,0.15,55.35,11,3,9,N
2,9,0,4,24,33.51,14.87,7408.8,0.17,93,0.07,498.25,55,23,28,N
5,13,1,6,47,46.31,21.95,22309.61,0.34,182,0.05,1016.46,115,29,59,N
1,3,0,2,9,11.29,9,914.21,0.03,26,0.11,101.58,17,5,16,N
0,1,0,1,5,23.69,4.5,479.73,0.04,28,0.22,106.61,16,8,8,N
0,1,0,1,3,11.86,3.5,145.3,0.01,12,0.29,41.51,8,4,6,N
1,3,0,2,13,16.45,7.2,852.58,0.04,32,0.14,118.41,23,5,16,Y
5,21,0,11,52,43.7,19.29,16252.03,0.28,163,0.05,842.7,109,21,63,N
1,5,0,2,18,22.33,14.18,4490.66,0.11,70,0.07,316.65,44,11,23,Y
2,1,0,1,8,23,4,368,0.03,23,0.25,92,15,8,14,N
0,1,0,1,3,9.36,4.17,162.5,0.01,13,0.24,39,8,3,6,N
2,1,2,1,2,18,2,72,0.01,12,0.5,36,8,4,10,N
2,5,0,3,21,20.8,10.63,2348.19,0.07,53,0.09,221.01,36,8,30,N
0,1,0,1,12,52.46,5.56,1619.04,0.1,62,0.18,291.43,37,18,17,N
0,1,0,1,0,0,0,0,0,4,0,8,4,0,2,N
2,1,0,1,7,23.2,5,580,0.04,29,0.2,116,19,8,15,N
3,9,0,4,19,20.24,15.83,5074.74,0.11,63,0.06,320.51,38,15,24,Y
0,1,0,1,2,8.15,3.5,99.85,0.01,9,0.29,28.53,7,2,4,N
1,7,0,3,28,28.31,13,4784.22,0.12,75,0.08,368.02,49,15,31,N
3,1,3,1,16,101.6,4.27,1848.73,0.14,82,0.23,433.4,43,32,25,N
0,1,0,1,7,20,5,500,0.03,25,0.2,100,15,8,11,N
2,5,0,2,5,16.01,13.5,2917.3,0.07,50,0.07,216.1,32,8,9,Y
2,1,0,1,8,18.89,5.63,597.79,0.04,26,0.18,106.27,16,8,14,N
6,25,0,6,35,20.15,49.38,49145.34,0.33,187,0.02,995.2,114,17,44,N
2,3,0,2,16,18.95,10.31,2015.11,0.07,46,0.1,195.4,31,8,20,N
5,15,0,8,63,46.62,29.1,39470.86,0.45,250,0.03,1356.57,161,26,75,Y
4,7,0,4,27,50.04,12.04,7254.53,0.2,114,0.08,602.54,71,25,33,N
1,3,0,2,8,25.1,5.25,691.79,0.04,30,0.19,131.77,16,12,15,Y
0,35,4,12,80,39.84,31.05,38405.82,0.41,213,0.03,1236.97,136,31,107,N
2,1,0,1,3,9.6,2.5,60,0.01,8,0.4,24,5,3,16,N
1,3,0,1,5,11.71,7.33,629.47,0.03,21,0.14,85.84,13,6,8,N
8,13,1,7,49,61.43,15,13822.78,0.31,165,0.07,921.52,99,33,65,N
0,1,0,1,2,0,0,0,0.01,6,0,15.51,6,0,4,N
3,1,0,1,9,20.76,3.33,230.63,0.02,20,0.3,69.19,12,6,14,N
1,3,0,2,9,11.31,7.2,586.15,0.03,22,0.14,81.41,13,5,12,Y
3,1,0,1,13,45.35,6.5,1916.22,0.1,62,0.15,294.8,36,18,23,N
8,15,0,5,26,39.75,28.27,31758.83,0.37,191,0.04,1123.58,124,32,38,Y
0,3,0,1,7,10.3,4,164.84,0.01,13,0.25,41.21,9,3,9,N
2,1,0,1,2,9.51,3,85.59,0.01,9,0.33,28.53,6,3,6,N
0,1,0,1,0,9.05,2,36.19,0.01,7,0.5,18.09,5,2,2,N
1,5,0,3,21,29.72,11,3595.9,0.11,68,0.09,326.9,46,14,26,Y
5,7,0,4,27,32.84,10.61,3694.35,0.12,75,0.09,348.29,48,14,37,Y
4,55,5,16,144,56.22,51.24,147636.19,0.96,482,0.02,2881.05,291,41,162,N
1,1,0,1,7,20.56,5,513.99,0.03,27,0.2,102.8,17,7,11,N
1,1,0,1,9,24.69,5.85,844.91,0.05,34,0.17,144.43,21,10,16,N
0,1,0,1,0,7.74,1.5,17.41,0,5,0.67,11.61,3,2,2,N
0,1,0,1,2,18.09,1,18.09,0.01,7,1,18.09,3,4,5,N
0,1,0,1,7,54.91,2.31,292.41,0.04,31,0.43,126.71,16,13,9,N
0,1,0,1,1,11.63,2,46.53,0.01,9,0.5,23.26,5,3,3,N
2,5,0,2,17,22.43,10.08,2280.63,0.08,50,0.1,226.18,28,12,25,N
1,3,0,2,8,14.28,5.33,406.12,0.03,20,0.19,76.15,12,6,16,N
23,25,0,12,112,50.99,43.27,95460.74,0.74,365,0.02,2206.2,240,39,165,Y
1,1,0,1,5,17.44,4.67,379.91,0.03,22,0.21,81.41,14,6,9,N
16,51,7,19,171,64.47,49.32,156823.6,1.06,491,0.02,3179.59,297,59,205,Y
4,9,0,5,28,29.87,16.71,8344.83,0.17,105,0.06,499.26,69,14,34,N
0,1,0,1,5,19.53,4,312.55,0.03,20,0.25,78.14,13,7,7,Y
3,9,0,4,43,37.93,16.5,10325.25,0.21,122,0.06,625.77,78,20,50,Y
1,7,0,4,25,44.45,9.47,3989.43,0.14,85,0.11,421.11,55,19,31,N
0,1,0,1,7,26.64,2.86,217.45,0.03,22,0.35,76.11,12,7,8,N
1,5,0,3,11,15.65,7.31,836.91,0.04,28,0.14,114.45,15,8,16,N
2,9,1,5,36,35.3,17,10202.14,0.2,117,0.06,600.13,66,21,43,N
6,17,0,6,58,55.28,18.76,19447.82,0.35,177,0.05,1036.85,100,39,74,N
0,1,0,1,2,7.74,1.5,17.41,0,5,0.67,11.61,3,2,3,N
0,1,0,1,1,14.4,3,129.56,0.01,13,0.33,43.19,9,4,5,N
6,9,0,4,36,64.62,10.6,7260.94,0.23,122,0.09,684.99,69,35,58,N
1,1,0,1,1,0,0,0,0,1,0,0,1,0,4,N
8,18,1,10,76,63.73,19.59,24453.88,0.42,219,0.05,1248.4,145,34,92,N
3,7,0,4,38,42.54,11.4,5529,0.16,97,0.09,485,59,20,46,N
0,1,0,1,6,14.69,4.67,319.82,0.02,18,0.21,68.53,11,6,9,N
2,5,0,3,15,24.39,9.27,2097.29,0.08,50,0.11,226.18,33,11,19,N
0,1,0,1,2,6.67,1.5,15,0,5,0.67,10,2,2,3,N
3,15,1,5,34,33.95,18.06,11072.86,0.2,111,0.06,613.12,68,25,44,N
0,1,0,1,6,14.26,2,57.06,0.01,9,0.5,28.53,4,5,9,N
0,1,0,1,6,21.58,3,194.18,0.02,17,0.33,64.73,9,8,10,N
2,1,0,1,11,40.53,6.19,1551.63,0.08,54,0.16,250.77,32,16,18,N
2,7,0,4,35,32.91,14.91,7317.04,0.16,100,0.07,490.69,61,17,39,N
1,5,0,3,18,24.4,9.9,2391.62,0.08,55,0.1,241.58,37,10,23,N
2,5,0,3,11,16.2,10.89,1921.01,0.06,39,0.09,176.42,25,9,15,N
0,1,0,1,0,4.75,1,4.75,0,3,1,4.75,2,1,4,N
0,1,0,1,0,0,0,0,0,0,0,0,0,0,41,Y
2,1,0,1,4,12.19,5,304.72,0.02,17,0.2,60.94,12,4,8,Y
0,1,0,1,4,17.17,2.4,98.9,0.01,13,0.42,41.21,7,5,6,N
1,3,1,2,16,23.49,9.35,2053.4,0.07,50,0.11,219.62,33,10,22,N
2,7,0,4,31,25.32,14.31,5182.54,0.12,78,0.07,362.22,47,13,35,Y
0,5,0,3,13,14.3,13,2415.96,0.06,43,0.08,185.84,29,7,15,N
1,1,0,1,6,12.18,3,109.62,0.01,11,0.33,36.54,7,4,9,N
0,1,0,1,4,4.44,4.5,90,0.01,10,0.22,20,7,1,6,N
0,1,0,1,6,23.22,0.5,5.8,0,5,2,11.61,1,4,10,N
2,1,0,1,7,13.88,4.8,319.72,0.02,18,0.21,66.61,12,5,11,N
3,7,0,3,14,20.12,7.31,1076.02,0.05,36,0.14,147.15,23,8,20,Y
5,9,2,4,29,26.39,18.89,9417.11,0.17,95,0.05,498.55,61,18,42,N
1,7,0,4,38,54.53,9.84,5279.89,0.18,103,0.1,536.57,62,25,44,N
3,7,0,3,12,16.4,8.64,1225.36,0.05,34,0.12,141.78,23,7,18,N
2,3,0,2,14,38.72,8.16,2575.6,0.11,68,0.12,315.78,39,16,23,N
0,3,0,2,6,14.41,3.6,186.81,0.02,15,0.28,51.89,9,5,8,N
10,9,0,5,48,46.25,10.59,5185.62,0.16,103,0.09,489.75,67,17,63,N
0,1,0,1,9,26.05,3,234.41,0.03,20,0.33,78.14,11,9,13,N
1,1,0,1,4,11.86,4.38,227.03,0.02,15,0.23,51.89,10,4,8,N
7,9,0,2,39,51.09,16,13079.79,0.27,148,0.06,817.49,88,30,61,Y
0,1,0,1,1,4.75,1,4.75,0,3,1,4.75,2,1,4,N
0,1,0,1,3,16.84,1.5,37.9,0.01,9,0.67,25.27,5,4,6,N
3,15,0,5,22,34.45,20.16,14002.37,0.23,128,0.05,694.56,72,25,27,Y
1,17,0,2,29,79.66,11.38,10307.52,0.3,165,0.09,906.16,109,32,36,N
1,4,0,1,11,13.92,8.33,966.67,0.04,29,0.12,116,19,6,14,N
3,7,1,4,28,31.3,13.82,5974.42,0.14,85,0.07,432.43,50,19,35,Y
0,1,0,1,7,26.63,2.5,166.42,0.02,21,0.4,66.57,11,6,8,N
35,53,3,25,198,107.5,27.42,80852.59,0.98,481,0.04,2948.19,310,53,286,Y
0,1,0,1,0,5.33,1.5,12,0,4,0.67,8,3,1,4,N
0,1,0,1,2,7.49,3,67.38,0.01,8,0.33,22.46,7,1,4,N
0,3,0,1,6,23.08,5.6,723.9,0.04,31,0.18,129.27,17,10,9,Y
0,1,0,1,8,28.87,5.2,780.61,0.05,36,0.19,150.12,23,10,13,N
2,1,0,1,9,23.6,6.3,936.67,0.05,35,0.16,148.68,21,10,17,N
2,3,0,1,14,16.18,9.64,1504.29,0.05,39,0.1,156,24,7,18,Y
0,1,0,1,2,13.5,2,54,0.01,9,0.5,27,5,4,4,N
0,1,0,1,5,17.44,4.67,379.91,0.03,22,0.21,81.41,14,6,8,N
0,1,0,1,6,25.48,3.85,377.68,0.03,24,0.26,98.1,13,10,12,Y
0,5,0,3,18,26.47,10.45,2892.94,0.09,63,0.1,276.72,40,11,23,N
0,1,0,1,2,4,0.5,1,0,2,2,2,1,1,5,N
4,13,1,6,48,39.92,18.93,14308.91,0.25,143,0.05,755.81,94,22,65,N
13,67,11,29,251,193.06,41.02,324803.51,2.64,1106,0.02,7918.82,678,120,283,N
17,7,0,4,46,58.17,15.47,13919.45,0.3,162,0.06,899.84,96,32,81,Y
0,9,0,5,18,39.53,6,1423.11,0.08,54,0.17,237.19,38,12,20,Y
1,3,0,2,12,49.82,4.81,1153.79,0.08,53,0.21,239.75,31,16,15,N
0,3,0,2,7,21.02,6.22,813.86,0.04,32,0.16,130.8,18,9,13,N
0,1,0,1,2,9.6,2.5,60,0.01,8,0.4,24,5,3,4,N
10,13,0,6,61,67.87,14.32,13914.17,0.32,174,0.07,971.78,111,33,81,N
3,3,0,2,15,25.29,7.33,1360.08,0.06,41,0.14,185.47,25,12,21,N
15,11,0,6,77,79.12,16.5,21539.11,0.44,229,0.06,1305.4,130,39,112,N
8,8,0,1,28,26.69,13.22,4665.3,0.12,78,0.08,352.84,61,9,41,N
0,3,0,2,8,18.78,4.2,331.25,0.03,22,0.24,78.87,16,5,10,N
0,1,0,1,0,7.86,2.5,49.13,0.01,7,0.4,19.65,5,2,4,Y
1,1,0,1,9,22.24,6,800.63,0.04,32,0.17,133.44,20,9,15,N
1,1,0,1,4,8.72,4,139.48,0.01,11,0.25,34.87,7,3,7,N
0,1,0,1,0,0,0,0,0,1,0,0,1,0,2,N
0,1,0,1,12,32.7,3,294.3,0.03,24,0.33,98.1,13,11,18,N
2,5,0,3,14,14.73,11.33,1891.62,0.06,38,0.09,166.91,21,9,18,N
1,3,0,2,8,12.44,4.9,298.63,0.02,17,0.2,60.94,10,5,15,Y
2,8,0,5,33,42.9,10.61,4825.39,0.15,91,0.09,455,60,19,37,N
1,3,0,2,18,38.52,8.74,2939.56,0.11,70,0.11,336.51,43,17,24,N
3,5,0,3,30,40.76,13,6889.27,0.18,108,0.08,529.94,69,18,35,Y
23,49,0,11,68,61.07,53.75,176429.01,1.09,532,0.02,3282.4,317,48,93,N
4,3,0,2,21,27.14,9.17,2280.63,0.08,55,0.11,248.8,35,12,30,Y
58,49,0,18,81,63.84,44.04,123803.5,0.94,441,0.02,2811.39,268,55,145,Y
0,1,0,1,2,10.44,3.5,127.89,0.01,11,0.29,36.54,8,3,5,N
1,9,0,3,17,20.02,7.56,1142.67,0.05,37,0.13,151.24,20,9,20,N
0,7,0,4,20,30.6,11.37,3953.7,0.12,74,0.09,347.83,43,15,24,Y
1,3,0,2,28,124.45,6.33,4983.78,0.26,147,0.16,787.56,102,32,31,N
12,21,0,8,88,63.91,26.6,45222.23,0.57,289,0.04,1700.08,177,40,116,Y
1,3,0,1,11,23.93,4.57,500.08,0.04,28,0.22,109.39,20,7,16,Y
6,9,0,5,38,39.92,10.59,4475.06,0.14,87,0.09,422.64,57,17,46,N
0,1,0,1,0,0,0,0,0,2,0,0,0,1,1,N
0,1,0,1,6,16.32,4.67,355.35,0.03,20,0.21,76.15,13,6,9,N
6,7,0,4,39,40.82,13.93,7924.63,0.19,121,0.07,568.75,83,15,48,N
1,5,0,3,23,42.22,6.43,1744.8,0.09,60,0.16,271.41,40,14,28,N
1,8,0,5,46,55.44,9.82,5344.61,0.18,107,0.1,544.36,71,22,52,Y
0,14,0,7,57,51.9,15.52,12497.82,0.27,145,0.06,805.42,95,29,63,N
11,25,0,11,41,50.98,25.51,33184,0.43,226,0.04,1300.6,132,35,56,Y
2,17,0,8,57,45.09,23.33,24551.51,0.35,182,0.04,1052.21,112,33,63,N
7,11,4,6,54,41.61,18.79,14691.13,0.26,155,0.05,781.88,104,19,74,N
0,1,0,1,0,5.33,1.5,12,0,4,0.67,8,3,1,2,N
1,1,0,1,3,9.6,2.5,60,0.01,8,0.4,24,5,3,8,N
1,1,0,1,8,26.11,5.06,667.33,0.04,33,0.2,132,20,9,12,N
2,1,0,1,5,20.16,2.92,171.53,0.02,17,0.34,58.81,10,6,10,N
18,31,0,15,45,64.25,25.03,40253.51,0.54,259,0.04,1608.25,148,51,66,Y
1,3,0,2,10,12.22,8.1,801.83,0.03,26,0.12,98.99,17,5,13,N
1,1,0,1,8,16.5,6,593.95,0.03,26,0.17,98.99,17,6,11,Y
2,5,0,2,7,29.01,6.97,1408.1,0.07,43,0.14,202.12,24,15,11,Y
3,5,0,3,26,42.79,12.78,6991.99,0.18,105,0.08,546.99,63,23,35,Y
2,5,0,3,26,29.12,12.43,4498.32,0.12,77,0.08,361.93,48,14,30,Y
4,11,0,2,17,17.52,19.79,6863.63,0.12,70,0.05,346.79,45,12,23,Y
6,35,0,18,124,83.5,27.6,63607.25,0.77,376,0.04,2304.61,238,50,140,Y
3,7,0,1,15,15.21,11.57,2036.57,0.06,44,0.09,176,26,7,20,N
0,5,1,3,9,14.41,11,1743.03,0.05,38,0.09,158.46,24,7,12,N
0,1,0,1,6,8.43,5.33,239.85,0.01,13,0.19,44.97,9,3,8,N
4,3,0,2,22,44.55,8.64,3327.5,0.13,77,0.12,385,44,21,28,N
0,1,0,1,15,46.36,2.43,273.43,0.04,27,0.41,112.59,10,14,20,Y
1,3,0,2,6,23.87,7.73,1425.51,0.06,42,0.13,184.48,25,11,9,Y
1,1,0,1,4,6.74,3.75,94.75,0.01,9,0.27,25.27,6,2,7,Y
2,1,0,1,6,37.21,3.25,393.02,0.04,29,0.31,120.93,16,12,13,N
1,5,0,3,9,14.71,9.17,1236.46,0.04,33,0.11,134.89,23,6,12,N
5,14,0,2,30,20.68,15.27,4822.86,0.11,68,0.07,315.78,44,11,38,N
3,7,0,4,11,48.29,8.9,3829.05,0.14,86,0.11,430,52,21,16,Y
0,5,0,3,7,9.52,10,951.84,0.03,25,0.1,95.18,17,4,9,N
5,5,0,1,30,42.65,16.96,12266.65,0.24,135,0.06,723.27,82,25,39,N
6,9,2,4,32,34.94,17.5,10700.49,0.2,112,0.06,611.46,70,24,47,N
1,7,0,4,8,16.8,9.78,1605.84,0.05,38,0.1,164.23,22,9,11,Y
4,3,0,2,19,37.73,8,2414.81,0.1,65,0.13,301.85,41,15,29,N
3,3,0,1,8,9.29,9.9,910.8,0.03,23,0.1,92,14,5,19,N
11,33,0,16,114,56.51,35.6,71598.78,0.67,334,0.03,2011.47,204,42,162,Y
5,11,0,5,46,50.41,19.5,19167.59,0.33,176,0.05,982.95,111,30,60,Y
1,5,0,3,17,33.72,11,4079.69,0.12,78,0.09,370.88,46,16,25,N
2,1,0,1,9,37.21,3.25,393.02,0.04,29,0.31,120.93,16,12,16,N
5,1,0,1,6,15.24,4,243.78,0.02,17,0.25,60.94,9,6,13,N
28,17,2,7,88,61.08,27.12,44908.66,0.55,275,0.04,1656.15,169,43,131,N
0,1,0,1,4,29.33,3,264,0.03,22,0.33,88,12,10,12,Y
1,1,0,1,3,8,3,72,0.01,8,0.33,24,6,2,7,N
1,3,0,2,9,16.56,6.67,736.09,0.04,29,0.15,110.41,19,6,13,N
2,7,0,4,34,31.49,13.43,5682.93,0.14,88,0.07,423.05,57,15,39,Y
12,13,0,7,46,53.34,14.62,11401.84,0.26,142,0.07,779.84,89,29,72,Y
1,5,0,2,12,17.05,5.63,539.48,0.03,23,0.18,95.91,14,8,15,N
3,57,1,29,126,85.01,36.77,114916,1.04,519,0.03,3125.61,327,47,135,N
1,1,0,1,9,43.92,5,1098.08,0.07,50,0.2,219.62,30,14,17,Y
0,7,0,3,25,17.38,18.2,5757.8,0.11,69,0.05,316.36,43,10,29,N
1,1,0,1,8,28,3,252,0.03,21,0.33,84,11,10,15,N
2,21,0,11,58,52.58,18.15,17326.76,0.32,177,0.06,954.44,118,26,64,Y
3,11,0,6,37,20.7,20.67,8842.33,0.14,89,0.05,427.85,58,12,45,N
3,9,0,5,28,19.69,21.25,8891.64,0.14,88,0.05,418.43,54,12,35,Y
2,9,0,4,30,29.87,10.73,3441.39,0.11,66,0.09,320.63,43,15,34,N
2,3,0,2,11,33.6,5.67,1078.92,0.06,41,0.18,190.4,24,15,19,N
4,3,0,2,21,68.36,7.74,4095.2,0.18,104,0.13,529.1,61,25,31,N
6,9,0,4,27,31.86,14.21,6434.3,0.15,89,0.07,452.78,53,19,42,N
9,11,1,5,39,40.95,17.25,12185.29,0.24,131,0.06,706.39,85,24,53,N
0,1,0,1,10,33.18,4.04,541.07,0.04,31,0.25,133.98,16,13,13,N
4,9,1,5,40,37.22,14.78,8127.78,0.18,110,0.07,550,72,18,49,N
0,1,0,1,2,12.18,3,109.62,0.01,11,0.33,36.54,7,4,5,N
0,1,0,1,3,12.18,3,109.62,0.01,11,0.33,36.54,7,4,6,N
0,1,0,1,0,7.86,2.5,49.13,0.01,7,0.4,19.65,5,2,2,N
1,5,0,3,8,14.8,6.3,587.22,0.03,26,0.16,93.21,17,5,11,N
7,13,0,7,57,66.4,13.81,12667.99,0.31,167,0.07,917.14,99,32,73,N
11,11,4,4,45,52,14.5,10932.56,0.25,135,0.07,753.97,77,32,74,Y
9,6,0,2,36,38.05,12.5,5945.41,0.16,92,0.08,475.63,57,21,54,N
0,1,0,1,5,12,3,108,0.01,12,0.33,36,6,4,7,N
0,1,0,1,5,22.5,2,90,0.02,15,0.5,45,11,4,7,Y
20,15,0,8,64,58.98,18.15,19426.48,0.36,186,0.06,1070.41,107,37,91,N
0,3,0,2,9,11.78,7,577.18,0.03,23,0.14,82.45,13,5,13,N
0,1,0,1,4,11.86,3.5,145.3,0.01,12,0.29,41.51,8,4,6,N
9,33,0,16,96,61.92,25,38702.28,0.52,260,0.04,1548.09,155,42,116,N
8,17,0,5,29,34.9,35.34,43599.82,0.41,208,0.03,1233.59,130,32,39,Y
0,1,0,1,7,20,5,500,0.03,25,0.2,100,15,8,12,N
0,1,1,1,4,14.62,2.5,91.35,0.01,11,0.4,36.54,6,5,8,N
1,1,0,1,18,33.76,9.64,3139.06,0.11,71,0.1,325.53,44,14,25,N
1,11,1,5,39,46.6,15.65,11417.66,0.24,139,0.06,729.46,91,23,52,N
6,29,0,14,78,61.44,23.54,34054,0.48,255,0.04,1446.47,152,35,88,N
1,9,0,1,10,8.25,18.2,2732.13,0.05,36,0.05,150.12,22,5,13,N
9,26,0,13,110,70.65,28.71,58255.33,0.68,331,0.03,2028.79,197,49,132,Y
