@relation JM1-weka.filters.unsupervised.attribute.Remove-R19-weka.filters.unsupervised.attribute.Remove-R11-weka.filters.unsupervised.attribute.Remove-R8-weka.filters.unsupervised.attribute.Remove-R6

@attribute LOC_BLANK numeric
@attribute BRANCH_COUNT numeric
@attribute LOC_CODE_AND_COMMENT numeric
@attribute LOC_COMMENTS numeric
@attribute CYCLOMATIC_COMPLEXITY numeric
@attribute ESSENTIAL_COMPLEXITY numeric
@attribute HALSTEAD_CONTENT numeric
@attribute HALSTEAD_DIFFICULTY numeric
@attribute HALSTEAD_ERROR_EST numeric
@attribute HALSTEAD_LENGTH numeric
@attribute HALSTEAD_LEVEL numeric
@attribute HALSTEAD_PROG_TIME numeric
@attribute HALSTEAD_VOLUME numeric
@attribute NUM_OPERANDS numeric
@attribute NUM_OPERATORS numeric
@attribute NUM_UNIQUE_OPERATORS numeric
@attribute LOC_TOTAL numeric
@attribute label {Y,N}

@data
4,19,0,0,10,10,30.92,15.79,0.16,93,0.06,428.02,488.06,39,54,17,27,Y
6,5,0,11,3,3,43.11,8.11,0.12,70,0.12,157.87,350,31,39,11,39,N
2,3,0,0,2,1,20.12,7.11,0.05,35,0.14,56.52,143.06,16,19,8,11,N
0,3,0,1,2,1,17.27,3,0.02,14,0.33,8.63,51.81,7,7,6,6,N
16,17,3,8,9,7,28.64,28.05,0.27,149,0.04,1252.05,803.46,51,98,22,66,N
9,7,0,6,4,1,63.83,21.65,0.46,239,0.05,1661.83,1381.74,89,150,18,64,Y
2,7,0,0,4,4,24.47,19,0.16,93,0.05,490.83,465,38,55,16,23,Y
2,3,0,2,2,1,11.53,17,0.07,47,0.06,185.1,195.99,17,30,12,15,N
1,3,1,0,2,1,16.92,5.25,0.03,24,0.19,25.9,88.81,9,15,7,11,N
4,5,0,0,3,1,23.28,10.05,0.08,51,0.1,130.5,233.83,17,34,13,15,N
1,3,1,0,2,1,16.61,3,0.02,15,0.33,8.3,49.83,4,11,6,13,N
0,3,0,0,2,1,13.3,6.3,0.03,22,0.16,29.32,83.76,7,15,9,5,N
4,5,0,1,3,1,25.15,9.23,0.08,50,0.11,119.07,232.19,20,30,12,22,N
5,9,0,0,5,3,36.1,9.72,0.12,73,0.1,189.55,350.94,35,38,10,19,N
4,15,0,0,8,1,18.24,19.09,0.12,75,0.05,369.4,348.29,30,45,14,34,N
11,15,0,10,8,8,59.42,19.16,0.38,192,0.05,1212.24,1138.7,73,119,21,65,N
23,3,0,0,2,1,187.35,17.82,1.11,486,0.06,3305.94,3339,225,261,16,116,Y
0,3,0,0,2,1,14.4,3,0.01,13,0.33,7.2,43.19,4,9,6,7,Y
1,1,0,0,1,1,30.79,3.85,0.04,29,0.26,25.35,118.54,11,18,7,9,N
11,16,1,13,11,1,49.25,17.86,0.29,145,0.06,872.76,879.58,64,81,24,83,N
9,21,0,2,11,4,40.77,33.45,0.45,229,0.03,2533.55,1363.51,99,130,25,64,N
0,1,0,0,1,1,10.87,3.5,0.01,11,0.29,7.4,38.05,4,7,7,4,N
2,1,0,0,1,1,21.33,3,0.02,16,0.33,10.67,64,10,6,6,18,Y
10,13,0,0,7,1,36.67,18.75,0.23,132,0.05,716.3,687.65,55,77,15,38,N
4,7,2,8,4,3,26.77,14.57,0.13,83,0.07,315.82,390.14,34,49,12,47,N
1,1,0,0,1,1,11.77,3.5,0.01,13,0.29,8.01,41.21,2,11,7,7,N
13,3,4,0,2,1,42.95,21.15,0.3,187,0.05,1067.42,908.44,94,93,9,55,N
6,29,0,6,15,10,33.52,58.5,0.65,355,0.02,6372.81,1960.86,117,238,23,84,N
8,13,0,0,7,5,37.62,18.57,0.23,128,0.05,721.09,698.81,59,69,17,53,N
0,3,0,0,2,1,32.75,3.82,0.04,30,0.26,26.54,125.1,12,18,7,12,Y
3,1,1,0,1,1,33.37,11.65,0.13,80,0.09,251.47,388.64,33,47,12,19,Y
0,1,0,0,1,1,46.62,3.85,0.06,43,0.26,38.31,179.31,20,23,5,6,N
17,21,0,0,11,1,25.26,39.27,0.33,195,0.03,2164.15,992.06,62,133,19,54,N
4,1,0,0,1,1,35.84,12.53,0.15,89,0.08,312.43,448.95,34,55,14,20,N
4,9,0,1,5,3,27.53,15.21,0.14,81,0.07,353.87,418.76,34,47,17,30,N
17,21,0,17,11,1,57.92,28.25,0.55,277,0.04,2567.94,1636.21,113,164,20,100,Y
0,1,0,0,1,1,25.73,2.29,0.02,17,0.44,7.47,58.81,8,9,4,7,N
10,15,0,11,8,6,36.22,44.47,0.54,275,0.02,3979.98,1610.94,126,149,24,72,N
2,1,0,0,1,1,17.27,2.5,0.01,13,0.4,6,43.19,5,8,5,8,Y
8,15,0,9,8,3,29.73,31,0.31,165,0.03,1587.06,921.52,62,103,24,53,N
12,21,0,0,11,1,62.81,11.34,0.24,140,0.09,448.71,712.24,63,77,9,61,N
5,11,1,0,6,1,41.8,15.83,0.22,127,0.06,581.7,661.6,52,75,14,42,N
7,9,0,10,5,1,26.05,15.5,0.13,84,0.06,347.73,403.82,31,53,14,47,Y
2,1,0,0,1,1,23.18,12.92,0.1,63,0.08,215.07,299.56,24,39,14,15,N
1,1,0,0,1,1,21.58,9,0.06,51,0.11,97.09,194.18,18,33,7,9,N
1,3,0,0,2,1,13.99,8.64,0.04,29,0.12,58.06,120.93,11,18,11,16,N
1,13,0,4,7,7,45.15,17.43,0.26,156,0.06,761.94,786.93,61,95,12,45,N
4,23,1,5,12,7,26.8,45.74,0.41,214,0.02,3114.88,1225.77,95,119,26,49,N
1,3,0,0,2,1,12.13,11,0.04,32,0.09,81.55,133.44,14,18,11,11,N
1,3,0,0,2,1,9,25.38,0.08,66,0.04,321.87,228.32,29,37,7,16,N
12,7,0,2,4,1,65.37,22.93,0.5,267,0.04,1909.77,1499.13,127,140,13,57,N
1,1,0,0,1,1,15.95,2.5,0.01,12,0.4,5.54,39.86,5,7,5,6,N
2,5,0,0,3,3,14.01,6.42,0.03,22,0.16,32.06,89.92,7,15,11,10,N
1,1,0,0,1,1,57.39,2.45,0.05,37,0.41,19.21,140.87,18,19,3,13,N
5,13,0,2,7,1,16.48,21.7,0.12,78,0.05,431.14,357.63,31,47,14,31,N
2,1,0,0,1,1,12.81,5.4,0.02,20,0.19,20.76,69.19,9,11,6,8,N
1,9,0,0,5,1,12.57,17.5,0.07,55,0.06,213.89,220,21,34,10,15,N
5,1,0,0,1,1,21.22,9.17,0.06,45,0.11,99.04,194.49,15,30,11,18,N
4,5,0,0,3,3,18.25,11.59,0.07,45,0.09,136.21,211.52,17,28,15,15,N
9,13,0,9,8,1,36.23,28.8,0.35,190,0.03,1669.52,1043.45,72,118,20,66,N
3,3,0,0,2,1,12.12,6.6,0.03,20,0.15,29.33,80,6,14,11,13,N
6,17,0,5,9,5,32.83,16.58,0.18,107,0.06,501.38,544.36,42,65,15,33,N
4,3,0,0,2,1,18.86,8.25,0.05,36,0.12,71.31,155.59,11,25,12,16,N
3,5,0,2,3,3,12.04,12,0.05,34,0.08,96.29,144.43,14,20,12,18,N
1,1,0,0,1,1,15.23,4.5,0.02,18,0.22,17.13,68.53,5,13,9,7,N
3,3,0,3,2,1,45.18,7.34,0.11,69,0.14,135.3,331.71,31,38,9,26,N
2,5,0,1,3,1,23.28,10.05,0.08,51,0.1,130.5,233.83,17,34,13,15,N
5,25,0,6,13,12,37.44,28.26,0.35,183,0.04,1660.93,1057.99,73,110,24,68,N
7,17,0,0,9,1,36.56,18.67,0.23,131,0.05,707.71,682.44,49,82,16,47,N
9,15,0,9,8,8,83.89,26.21,0.73,353,0.04,3201.72,2198.77,166,187,18,80,N
26,7,2,93,4,1,126.22,23.4,0.98,500,0.04,3839.48,2953.45,234,266,10,230,N
3,9,0,0,5,1,19.94,4.08,0.03,22,0.24,18.47,81.41,7,15,7,13,N
1,1,0,0,1,1,12.02,5.25,0.02,19,0.19,18.41,63.12,7,12,6,10,N
7,43,0,7,22,12,30.4,65.86,0.67,369,0.02,7326.57,2002.29,138,231,21,115,Y
1,21,2,0,11,9,44.19,22.5,0.33,180,0.04,1242.8,994.24,70,110,18,40,N
13,33,0,0,18,1,49.1,51.7,0.85,417,0.02,7290.37,2538.47,157,260,27,135,Y
5,7,0,0,4,4,30.61,17.33,0.18,99,0.06,510.51,530.4,33,66,21,32,N
2,9,1,1,6,1,24.73,33.97,0.28,168,0.03,1585.29,840,77,91,15,57,N
8,3,0,0,2,1,51.79,9,0.16,95,0.11,233.08,466.15,42,53,9,29,N
6,3,0,0,2,1,94.53,5.65,0.18,99,0.18,167.48,533.84,48,51,8,39,N
0,1,0,0,1,1,13,3,0.01,13,0.33,6.5,39,6,7,4,5,N
8,21,0,1,11,8,51.31,14.26,0.24,131,0.07,579.53,731.63,52,79,17,44,N
1,1,0,0,1,1,14.34,4,0.02,16,0.25,12.75,57.36,4,12,8,7,N
2,7,0,0,4,1,28.3,8.4,0.08,50,0.12,110.95,237.74,21,29,12,22,N
5,5,0,0,3,3,14.47,8.64,0.04,30,0.12,60.07,125.1,11,19,11,15,N
0,1,0,0,1,1,5.8,2,0,5,0.5,1.29,11.61,1,4,4,4,N
1,3,0,0,2,1,11.46,9.1,0.03,25,0.11,52.7,104.25,7,18,13,11,N
2,5,0,0,3,1,14.97,9.29,0.05,34,0.11,71.69,138.97,13,21,10,15,N
15,15,2,15,8,8,57.35,20.86,0.4,212,0.05,1386.85,1196.5,81,131,17,70,N
6,9,0,11,6,1,31.24,12.6,0.13,75,0.08,275.52,393.59,28,47,18,47,N
5,13,2,22,7,6,37.01,28.52,0.35,190,0.04,1672.09,1055.37,77,113,20,79,N
2,1,0,2,1,1,25.08,4,0.03,29,0.25,22.29,100.32,14,15,4,12,N
4,5,0,0,3,1,26.19,9.33,0.08,52,0.11,126.74,244.42,16,36,14,17,N
18,53,3,29,27,25,103.97,28.4,0.98,456,0.04,4659.32,2952.93,163,293,23,130,Y
0,5,0,0,3,1,24.69,8.18,0.07,46,0.12,91.84,202.05,18,28,10,12,N
0,3,0,0,2,1,18.23,3.86,0.02,19,0.26,15.07,70.31,9,10,6,6,N
5,7,0,4,4,1,68.19,10.29,0.23,125,0.1,401.28,701.84,57,68,13,43,Y
24,29,1,0,15,13,62.91,38.12,0.8,385,0.03,5078.32,2398.1,162,223,24,108,N
2,5,0,1,3,1,18.8,8.18,0.05,34,0.12,69.91,153.8,15,19,12,17,N
3,19,1,2,10,5,24.79,29.84,0.25,142,0.03,1226.41,739.74,63,79,18,35,N
14,21,0,1,11,7,48.71,34.13,0.55,275,0.03,3151.27,1662.21,105,170,26,94,Y
1,1,0,4,1,1,13.66,4.2,0.02,16,0.24,13.38,57.36,6,10,7,11,N
0,5,0,0,3,3,13.71,5.83,0.03,20,0.17,25.93,80,7,13,10,8,N
4,5,0,5,3,1,33.66,13.22,0.15,89,0.08,326.88,445,34,55,14,36,Y
0,3,0,0,2,1,7.8,5,0.01,13,0.2,10.83,39,6,7,5,7,N
4,3,0,2,2,1,17.64,10.11,0.06,40,0.1,100.2,178.38,14,26,13,17,Y
4,4,0,1,3,1,22.88,9.56,0.07,43,0.1,116.22,218.76,17,26,18,29,N
15,9,0,17,5,1,21.18,25.5,0.18,108,0.04,765,540,45,63,17,62,N
3,7,1,0,4,1,28.6,16.58,0.16,91,0.06,436.53,474.06,39,52,17,29,N
3,5,0,0,3,1,27.11,16.65,0.15,86,0.06,417.47,451.32,37,49,18,27,N
5,5,0,2,3,1,46.72,14.04,0.22,125,0.07,511.67,655.99,54,71,13,36,N
1,1,0,2,1,1,18.44,3.5,0.02,18,0.29,12.55,64.53,7,11,6,10,N
7,9,0,0,5,1,30.81,20.63,0.21,126,0.05,728.52,635.59,56,70,14,41,Y
0,5,0,0,3,3,10.34,8.1,0.03,22,0.12,37.69,83.76,9,13,9,9,N
15,96,3,22,51,40,73.82,83.5,2.05,875,0.01,28593.39,6163.84,334,541,44,222,Y
1,3,0,0,2,1,17.97,3.5,0.02,17,0.29,12.23,62.91,6,11,7,12,N
5,274,0,13,273,1,113.44,140.51,5.31,1644,0.01,124421.27,15938.96,551,1093,280,572,Y
3,7,0,0,4,1,34.24,7.44,0.08,53,0.13,105.33,254.79,23,30,11,18,Y
3,3,0,0,2,1,22.74,12.46,0.09,61,0.08,196.06,283.28,23,38,13,15,N
8,11,1,0,6,5,51.33,32.49,0.56,279,0.03,3009.9,1667.66,113,166,23,71,N
2,3,0,4,2,1,40.18,8.44,0.11,73,0.12,158.91,339,30,43,9,25,Y
4,15,0,1,8,3,12.07,25.07,0.1,70,0.04,421.39,302.53,27,43,13,24,N
2,3,0,0,2,1,7.93,12.1,0.03,24,0.08,64.53,96,11,13,11,12,N
3,5,0,2,3,1,34.01,8.53,0.1,61,0.12,137.44,290.05,29,32,10,28,N
2,13,0,8,7,1,13.8,21,0.1,66,0.05,338.21,289.89,21,45,14,28,N
10,11,0,9,7,1,60.22,27.5,0.55,276,0.04,2530,1656,105,171,22,82,N
5,7,1,0,4,1,33.02,10.66,0.12,74,0.09,208.31,351.86,31,43,11,34,N
3,3,0,0,2,1,21.46,5.33,0.04,28,0.19,33.91,114.45,12,16,8,17,N
0,3,0,0,2,1,13.45,3.6,0.02,14,0.28,9.69,48.43,6,8,6,7,Y
0,1,0,0,1,1,9.69,4,0.01,15,0.25,8.62,38.77,4,11,4,8,N
1,3,0,0,2,1,22.84,4.5,0.03,27,0.22,25.7,102.8,9,18,7,15,N
5,21,0,0,11,10,48.84,39.12,0.64,332,0.03,4152.17,1910.62,133,199,20,85,Y
1,3,0,0,2,1,18.67,9,0.06,42,0.11,84,168,14,28,9,15,N
2,5,0,0,3,1,13.7,7,0.03,23,0.14,37.3,95.91,7,16,12,12,N
0,1,0,0,1,1,16,3,0.02,16,0.33,8,48,6,10,4,7,N
3,11,0,2,6,1,47.41,33.47,0.53,277,0.03,2950.15,1586.63,102,175,21,42,N
28,133,1,6,67,67,119.74,32.45,1.3,634,0.03,7006.51,3885.97,238,396,15,149,N
11,5,1,0,3,1,42.83,29.75,0.42,232,0.03,2105.82,1274.11,98,134,17,49,N
78,35,1,25,18,18,62.69,39.71,0.83,396,0.03,5490.48,2489.02,150,246,27,188,Y
3,9,0,3,5,1,19.2,12.83,0.08,57,0.08,175.64,246.35,21,36,11,26,N
2,7,0,0,4,3,14.86,7.86,0.04,28,0.13,50.97,116.76,10,18,11,14,N
5,11,1,0,6,5,20.94,15,0.1,64,0.07,261.7,314.04,20,44,18,29,N
8,7,2,9,4,3,26.37,10.21,0.09,58,0.1,152.84,269.34,26,32,11,41,Y
0,3,0,0,2,1,9.08,7.5,0.02,19,0.13,28.38,68.11,5,14,9,7,N
3,13,0,0,7,5,39.72,14.86,0.2,116,0.07,487.1,590.15,48,68,13,31,N
2,1,0,0,1,1,567.46,5.06,0.96,441,0.2,806.37,2869.94,220,221,4,67,N
7,33,0,10,17,3,34.74,64.58,0.75,411,0.02,8050.77,2243.83,155,256,20,63,N
3,3,0,0,2,1,36.45,10.74,0.13,79,0.09,233.46,391.38,34,45,12,23,Y
0,7,0,0,4,3,13.03,8,0.03,25,0.13,46.33,104.25,8,17,12,9,N
2,7,0,0,4,3,9.09,15.4,0.05,35,0.06,119.78,140,14,21,11,17,N
0,3,0,0,2,1,21.51,12.09,0.09,56,0.08,174.68,260.06,19,37,14,10,Y
2,1,0,0,1,1,6.15,9,0.02,16,0.11,27.68,55.35,4,12,9,9,N
5,3,0,1,2,1,20.65,10.8,0.07,50,0.09,133.78,222.97,18,32,12,24,N
10,19,1,2,10,1,66.46,21.56,0.48,258,0.05,1716.72,1433.08,92,166,15,66,N
5,15,1,2,8,6,28.9,13,0.13,79,0.08,271.29,375.64,28,51,13,29,N
74,31,0,24,16,10,109.66,33.19,1.21,558,0.03,6712.93,3640.15,239,319,20,206,N
3,7,0,0,4,1,17.59,16.67,0.1,61,0.06,271.53,293.25,25,36,16,15,N
0,1,0,0,1,1,17.41,3.5,0.02,17,0.29,11.85,60.94,7,10,6,5,N
1,3,0,1,2,1,21.6,5,0.04,27,0.2,30,108,10,17,8,8,N
4,9,0,2,5,1,31.12,6.67,0.07,48,0.15,76.83,207.45,20,28,8,32,N
5,11,0,2,6,1,46.37,18.37,0.28,157,0.05,869.45,851.92,62,95,16,59,N
2,3,0,0,2,1,31.07,5.23,0.05,37,0.19,47.23,162.52,17,20,8,16,N
9,21,0,4,11,10,36.34,17.5,0.21,123,0.06,618.24,635.9,49,74,15,49,N
3,1,0,0,1,1,28.55,6,0.06,39,0.17,57.1,171.3,16,23,9,12,N
1,3,0,0,2,1,41.03,9.75,0.13,78,0.1,216.71,400.08,33,45,13,17,N
0,7,0,3,4,4,17.23,8.36,0.05,36,0.12,66.86,144,13,23,9,14,N
9,3,0,0,2,1,68.23,10.72,0.24,145,0.09,435.61,731.44,67,78,8,39,N
4,3,0,0,2,1,28.67,4.8,0.05,33,0.21,36.7,137.61,12,21,8,20,N
4,1,0,0,1,1,19.52,16.88,0.11,79,0.06,308.84,329.42,27,52,10,14,N
3,3,0,1,2,1,18.3,12,0.07,50,0.08,146.41,219.62,18,32,12,19,N
1,67,0,0,41,22,22.92,90.18,0.69,391,0.01,10353.46,2066.59,101,290,25,122,Y
0,1,0,0,1,1,29.7,3.5,0.03,29,0.29,20.22,103.96,14,15,4,13,N
22,87,15,18,44,13,85.64,138.3,3.95,1709,0.01,91008.46,11844.63,746,963,33,362,N
31,32,1,0,31,1,55.66,27.33,0.51,238,0.04,2310.23,1521.37,41,197,48,112,Y
8,5,0,0,3,1,38.59,21.36,0.27,162,0.05,977.88,824.17,69,93,13,42,N
4,17,0,0,9,1,41.8,30.38,0.42,254,0.03,2143.54,1270,116,138,11,47,N
9,5,0,0,3,1,49.73,17.74,0.29,172,0.06,869.45,882.24,68,104,12,43,Y
4,7,0,1,4,1,31.84,8.93,0.09,62,0.11,141.01,284.27,25,37,10,27,N
3,1,0,0,1,1,20.67,7.94,0.05,38,0.13,72.49,164.23,13,25,11,12,N
4,3,0,1,2,1,51.91,5.34,0.09,59,0.19,82.31,277.33,29,30,7,20,N
6,5,1,0,3,1,38.28,10.5,0.13,79,0.1,234.45,401.91,30,49,14,28,Y
6,7,0,1,4,1,49.43,28,0.46,244,0.04,2153,1384.07,112,132,17,45,N
5,1,0,1,1,1,47.88,8.74,0.14,87,0.11,202.97,418.24,27,60,11,23,N
10,3,0,1,2,1,22.68,17.55,0.13,88,0.06,388.12,398.07,27,61,13,33,N
0,1,0,0,1,1,18.18,7.8,0.05,41,0.13,61.46,141.84,13,28,6,9,N
8,27,0,5,14,8,21.8,51.6,0.37,206,0.02,3223.98,1124.64,86,120,24,67,N
0,7,0,0,4,1,43.85,4.93,0.07,50,0.2,59.17,216.1,23,27,6,23,N
5,15,1,9,8,8,13.66,24.28,0.11,69,0.04,447.4,331.71,23,46,19,35,Y
8,19,0,19,10,1,47.37,30.81,0.49,269,0.03,2498.85,1459.67,104,165,16,77,Y
2,7,0,0,4,1,20.53,8,0.05,38,0.13,72.99,164.23,16,22,10,23,N
4,23,0,14,12,8,54.52,30.8,0.56,282,0.03,2873.1,1679.08,112,170,22,96,N
7,15,0,0,8,1,32.8,20.53,0.22,145,0.05,768.05,673.36,73,72,9,38,Y
2,5,0,0,3,1,27.12,6.68,0.06,39,0.15,67.2,181.11,17,22,11,16,N
0,5,0,0,3,3,10.91,7.7,0.03,21,0.13,35.93,84,7,14,11,4,Y
0,3,1,0,2,1,10.3,4,0.01,13,0.25,9.16,41.21,4,9,6,11,N
2,5,4,2,3,1,41.12,15.71,0.22,124,0.06,563.73,645.97,58,66,13,34,N
36,25,0,5,13,5,96.91,37.83,1.22,562,0.03,7705.9,3666.24,227,335,23,147,N
0,1,0,0,1,1,34.41,3.33,0.04,31,0.3,21.24,114.71,15,16,4,8,Y
11,9,0,1,5,1,29.49,21.53,0.21,127,0.05,759.65,635,38,89,17,40,N
1,3,0,0,2,1,30.84,19.79,0.2,119,0.05,671.07,610.38,47,72,16,30,Y
6,19,0,10,10,6,40.21,21.72,0.29,160,0.05,1054.14,873.51,69,91,17,65,Y
13,5,1,0,3,1,60.38,20.68,0.42,219,0.05,1433.97,1248.4,102,117,15,58,Y
2,7,0,0,4,1,41.52,11.45,0.16,92,0.09,302.68,475.63,36,56,14,39,N
19,13,1,1,7,1,82.9,8.4,0.23,121,0.12,324.96,696.34,48,73,14,58,N
5,31,1,0,16,9,47.31,54.6,0.86,441,0.02,7836.22,2583.37,117,324,28,31,N
0,1,0,0,1,1,17.17,5,0.03,21,0.2,23.84,85.84,7,14,10,7,Y
0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,16,N
36,1,0,24,1,1,515.21,2.2,0.38,178,0.45,138.85,1134.76,87,91,4,108,Y
4,11,0,7,6,6,32.74,25.96,0.28,153,0.04,1225.68,849.85,59,94,22,51,N
18,9,0,1,5,1,144.98,37.8,1.83,842,0.03,11505.88,5479.56,383,459,15,169,Y
0,3,0,0,2,1,8.88,5,0.01,14,0.2,12.33,44.38,5,9,6,7,N
1,19,0,0,10,8,20.14,31.43,0.21,129,0.03,1105.22,632.99,55,74,16,37,N
1,3,0,8,2,1,22.21,15.27,0.11,75,0.07,287.86,339.27,28,47,12,28,Y
0,3,0,0,2,1,10.8,2.5,0.01,9,0.4,3.75,27,3,6,5,7,N
5,11,3,4,7,1,28.97,21.04,0.2,111,0.05,712.67,609.6,44,67,22,51,N
8,15,0,9,8,7,45.81,16.69,0.25,140,0.06,708.49,764.32,53,87,17,50,N
0,25,1,0,13,13,29.57,15,0.15,101,0.07,369.69,443.62,33,68,10,23,N
0,7,0,4,4,3,32.58,8.41,0.09,57,0.12,128.05,274.02,26,31,11,22,N
0,3,0,0,2,1,14.34,3.5,0.02,14,0.29,9.76,50.19,5,9,7,7,Y
6,15,0,0,8,7,18.99,18.42,0.12,72,0.05,357.87,349.77,26,46,17,27,Y
3,9,0,0,5,1,21.93,19.2,0.14,85,0.05,449.18,421.11,36,49,16,24,N
2,3,0,0,2,1,15,10.08,0.05,37,0.1,84.72,151.24,11,26,11,11,N
5,5,0,1,3,3,14.93,8.25,0.04,29,0.12,56.46,123.19,12,17,11,22,N
3,3,0,1,2,1,29.12,8,0.08,49,0.13,103.55,232.99,20,29,12,16,N
1,5,0,2,3,1,18.56,9.78,0.06,42,0.1,98.6,181.52,16,26,11,19,N
3,11,0,0,6,3,18.13,20.77,0.13,76,0.05,434.44,376.52,30,46,18,28,Y
1,3,0,0,2,1,38.04,3.46,0.04,31,0.29,25.32,131.69,15,16,6,11,N
1,1,0,0,1,1,16.5,2,0.01,11,0.5,3.67,33,4,7,4,6,N
4,17,0,1,9,5,23.26,21.25,0.16,98,0.05,583.61,494.35,40,58,17,33,N
3,1,0,0,1,1,27.12,6.68,0.06,39,0.15,67.2,181.11,17,22,11,17,Y
4,37,0,5,19,18,48.6,20.88,0.34,187,0.05,1177.07,1014.71,58,129,18,40,N
0,5,0,0,3,3,12.6,6.67,0.03,21,0.15,31.11,84,8,13,10,8,N
2,1,0,10,1,1,17.97,1.88,0.01,12,0.53,3.51,33.69,5,7,3,18,N
8,23,4,3,12,4,29.5,26.95,0.27,155,0.04,1190.23,795.04,64,91,16,54,N
3,13,0,0,7,6,26.47,7.92,0.07,47,0.13,92.18,209.59,19,28,10,26,N
0,3,0,0,2,1,10.75,4,0.01,12,0.25,9.56,43.02,4,8,8,6,N
1,3,0,1,2,1,8.24,5,0.01,13,0.2,11.45,41.21,5,8,6,10,N
3,10,0,4,6,1,29.41,20.45,0.2,113,0.05,683.14,601.38,37,76,21,46,N
0,7,0,0,4,1,14.31,6.43,0.03,23,0.16,32.86,92,10,13,9,7,N
2,5,0,0,3,1,37.1,11.74,0.15,83,0.09,284.07,435.58,36,47,15,27,N
1,3,0,0,2,1,24.78,7.5,0.06,43,0.13,77.43,185.84,15,28,10,17,N
2,5,0,0,3,3,24.72,13.5,0.11,68,0.07,250.25,333.67,27,41,15,14,N
0,3,0,0,2,1,10.04,5,0.02,14,0.2,13.94,50.19,5,9,8,6,N
5,1,0,0,1,1,38.04,12.38,0.16,99,0.08,323.63,470.73,36,63,11,24,N
5,119,0,3,60,57,114.63,41.29,1.58,729,0.02,10854.84,4732.56,289,440,20,133,N
4,1,0,0,1,1,11.26,10,0.04,27,0.1,62.55,112.59,10,17,12,13,N
7,29,0,0,15,15,38.62,51.56,0.66,346,0.02,5703.93,1991.19,150,196,22,60,N
2,5,1,0,3,1,28.42,17.68,0.17,98,0.06,493.85,502.67,42,56,16,27,N
2,1,1,0,1,1,19.58,7,0.05,36,0.14,53.3,137.06,14,22,7,11,Y
4,15,1,4,8,7,16.78,22.1,0.12,82,0.05,455.42,370.93,34,48,13,37,N
0,1,0,0,1,1,10.68,4.67,0.02,15,0.21,12.92,49.83,4,11,7,9,N
1,5,0,0,3,1,15.42,7.71,0.04,28,0.13,50.98,118.94,9,19,12,11,N
4,11,0,0,6,4,21.98,14.29,0.1,64,0.07,249.24,314.04,25,39,16,27,Y
21,1,1,9,1,1,75.64,39.48,1,565,0.03,6550.2,2986.25,201,364,11,110,N
3,21,0,17,11,11,26.33,8.55,0.08,53,0.12,106.94,225.14,19,34,9,40,N
4,19,0,2,10,9,10.65,34.88,0.12,79,0.03,719.46,371.33,31,48,18,26,N
2,5,0,0,3,1,27.93,8,0.07,47,0.13,99.32,223.48,20,27,12,19,N
5,11,0,1,6,4,28.28,18.82,0.18,100,0.05,556.38,532.19,46,54,18,32,N
2,1,1,0,1,1,17.61,9.29,0.05,40,0.11,84.34,163.5,13,27,10,11,N
9,13,0,10,7,7,32.07,31.98,0.34,189,0.03,1821.93,1025.56,67,122,21,57,N
1,21,0,6,12,3,30.83,18.48,0.19,102,0.05,584.8,569.67,34,68,25,37,N
5,11,0,0,6,3,16.75,18.75,0.1,64,0.05,327.13,314.04,25,39,18,32,N
17,45,0,60,23,11,62.49,43.78,0.91,442,0.02,6654.98,2735.9,203,239,22,195,Y
1,7,0,0,4,3,12.51,8,0.03,24,0.13,44.48,100.08,8,16,12,8,N
2,3,0,0,2,1,10.29,10.5,0.04,27,0.1,63,108,7,20,12,12,N
11,5,0,14,3,1,19.45,22,0.14,99,0.05,522.95,427.87,36,63,11,59,N
4,3,1,0,2,1,43.79,6.47,0.09,61,0.15,101.8,283.28,23,38,9,26,N
4,9,0,0,5,4,40.65,12.72,0.17,100,0.08,365.27,516.99,45,55,13,29,N
4,1,0,0,1,1,14.99,5.33,0.03,21,0.19,23.69,79.95,8,13,8,11,N
0,1,0,0,1,1,15.95,2.5,0.01,12,0.4,5.54,39.86,5,7,5,5,N
1,3,0,0,2,1,20,7.22,0.05,34,0.14,57.95,144.43,13,21,10,7,N
58,133,0,34,68,17,37.09,214.5,2.65,1347,0,94815.93,7956.58,561,786,26,465,Y
33,37,0,25,19,4,110.73,25.14,0.93,432,0.04,3886.85,2783.35,158,274,21,149,Y
14,29,0,4,15,14,64.09,23.5,0.5,252,0.04,1966.53,1506.27,94,158,21,73,Y
19,23,0,8,12,1,167.9,17.6,0.98,430,0.06,2887.79,2954.26,207,223,17,136,Y
2,5,0,1,3,1,28.11,5,0.05,32,0.2,39.04,140.55,11,21,10,14,N
3,3,0,0,2,1,24.95,10.61,0.09,57,0.09,155.98,264.7,27,30,11,15,N
4,9,0,2,5,1,24.26,14.67,0.12,74,0.07,289.87,355.74,22,52,16,37,N
0,3,1,1,2,1,16.37,6.87,0.04,27,0.15,43,112.59,11,16,10,10,Y
6,7,0,9,4,1,28.47,13,0.12,77,0.08,267.34,370.17,30,47,13,42,N
0,3,0,0,2,1,12.17,3.12,0.01,12,0.32,6.6,38.04,5,7,5,7,N
0,3,0,0,2,1,14.65,6.42,0.03,23,0.16,33.51,94.01,7,16,11,11,N
